post_id,comment_id,created_at,username,text,parent_comment_id,comments,timestamp
DPLHwIlE0ry,18411333595116746,2025-09-29 12:48:14 WIB,efendi_ashari,"['ayo', 'semangat']",,Ayo pak semangat,1759124894
DPLHwIlE0ry,17896996164301138,2025-09-29 12:52:10 WIB,bekoolrock,"['aju', 'baru', 'lama', 'antri', 'survey']",,Pengajuan baru lama antri survey brapa hari?,1759125130
DPLHwIlE0ry,18079701295959708,2025-09-29 13:06:37 WIB,prayogi_0383,"['tidak_sampai', 'tidak_mandi', 'tidak_sikat', 'untung', 'ada', 'tisu', 'tara', 'tisu', 'basuh', 'tidak_ada', 'kirim', 'tangki', 'tetangga', 'punya', 'tandon', 'kirim', 'tidak_layan', 'tangki', 'rumah']",,Waduh. Gak mari2. Sampai gak adus. Gak sikatan 2 hari iki. Untung e sik onok tissu tara risu gae  membasuh. 😂😂😂😂😂. Gak onok kiriman tangki. Lah piye tonggoe duwe tandon kabeh. Njalok kiriman dewe gak dilayani lah wong sak tangki gae 5-7  rumah.😂😂😂😂😂,1759125997
DPLHwIlE0ry,18088903903871197,2025-09-29 13:07:31 WIB,prayogi_0383,"['tisu', 'saudara', 'ada', 'baru']",,Wawik e gae tissu dhisik dhulur. Engkok nek wes onok banyu baru wawik.😂😂😂😂😂,1759126051
DPLHwIlE0ry,17889997989356988,2025-09-29 13:07:52 WIB,meida_r_imani,"['dapat', 'informasi', 'grup', 'rt', 'estimasi', 'nyala', 'tangki', 'keliling', 'baru', 'datang', 'rumah', 'tidak_ada', 'lanang', 'angkat', 'bumil', 'angkat']",,Dapat info dari grup RT estimasi air nyala jm 8 bengi 😭 tangki air keliling baru datang pas nang omah g ono wong lanang sing angkat².. Moso bumil iki angkat² dw,1759126072
DPLHwIlE0ry,18078481736076370,2025-09-29 13:08:32 WIB,andry_sr,"['semangat', 'pdam', 'tugas', 'moga', 'kerja', 'lancar', 'bisa', 'nyala']",,Semangat buat bapak dan ibu pdam yg bertugas. Semoga pekerjaan nya lancar dan airnya bisa mengalir kembali.,1759126112
DPLHwIlE0ry,18023689259727589,2025-09-29 13:13:56 WIB,dedypujiharianto,"['normal', 'krisis']",,Kpn ya min bs normal kembali ini sdh hari kedua serta sdh krisis air,1759126436
DPLHwIlE0ry,18401145964141136,2025-09-29 13:14:46 WIB,annisarosyidah_,"['punya', 'tandon', 'habis']",,@hanifahdillah sing nduwe tandonpun wes podo entek mbak banyune😂,1759126486
DPLHwIlE0ry,18041828600689256,2025-09-29 13:17:56 WIB,carolusbagas,"['saran', 'mesti', 'kumpul', 'kk', 'kk', 'susah', 'kerja', 'rumah', 'kosong', 'mending', 'keliling', 'tawar', 'lokasi', 'tangki', 'gratis']",,"Pak saran kalau mesti ngumpulin 5 kk - 6 kk susah karena banyak yg kerja rumahbkosong, mending keliling nawari stiap lokasi tangki air gratisnya",1759126676
DPLHwIlE0ry,18369130813198525,2025-09-29 13:29:25 WIB,yr_fixcell,"['keluar', 'mati', 'mandi', 'masak', 'tidak_nok', 'bos']",,"Kapan metu banyu e,ket wingi gk metu,drong ados ket wingi,masak gk nok banyu e,awakk boss",1759127365
DPLHwIlE0ry,18022840328758893,2025-09-29 13:38:16 WIB,stayoddbutgold,[],,Preketek,1759127896
DPLHwIlE0ry,17958454082993814,2025-09-29 13:39:09 WIB,mwllyyaa.h,"['sabtu', 'bocor']",,Padahal dari jam Sabtu jam 18.00 udah bocorr,1759127949
DPLHwIlE0ry,17851814070555347,2025-09-29 13:44:06 WIB,annisarosyidah_,"['mandi', 'galon']",,2 dino adus banyu galon ruekkk😂,1759128246
DPLHwIlE0ry,18139723390376377,2025-09-29 13:51:06 WIB,rudih_azza,"['teknis', 'pdam', 'penting', 'cepat', 'selesai', 'nyala', 'normal', 'informasi', 'estimasi', 'meleset', 'kasihan', 'langgan', 'korban', 'semangat', 'teman', 'pdam']",,"utk teknis kt tdk tau sperti apa bpk PDAM..yg terpenting secepatnya terselesaikan & air mengalir dgn normal, krn kmrn info estimasi 8 jam tp mbleset... kasihan kt pelanggan jd korban, Smangat tmn² PDAM",1759128666
DPLHwIlE0ry,17865436758465125,2025-09-29 13:52:00 WIB,izzatulmillahh,"['nyala', 'galon']",,Menyala galonn 🔥🔥,1759128720
DPLHwIlE0ry,18085402006911397,2025-09-29 13:52:53 WIB,izzatulmillahh,"['kerah', 'pasu']",,Kerakan semua pasukan pakk. Biar segera selesaii,1759128773
DPLHwIlE0ry,18156886927381228,2025-09-29 13:58:57 WIB,ipit_queen,"['cepat', 'tidak_mandi', 'cek', 'hotel']",,"ndang cepet selesai nggeh , gak bs mandi , kmrn check in hotel",1759129137
DPLHwIlE0ry,18080134156806826,2025-09-29 14:06:06 WIB,sirikityulian,"['moga', 'bisa']",,Semoga malam sdh bisa selesai,1759129566
DPLHwIlE0ry,18040495292688796,2025-09-29 14:19:08 WIB,kartika_dewi_wibi_s,"['daftar', 'baru', 'realisasi', 'surabaya', 'smp', 'hari']",,@bekoolrock saya juga pendaftar baru...alhamdulillah sudah realisasi. Unt surbey -+ 10 smp 15 harian,1759130348
DPLHwIlE0ry,18093859828740566,2025-09-29 14:24:34 WIB,bekoolrock,"['status', 'antri', 'survey', 'hak', 'ikut', 'promo', 'biaya', 'pasang', 'baru', 'promo', 'sep']",,"@pdamsuryasembada status sudah ""antri survey"" apakah saya berhak mengikuti promo biaya pasang baru? promo berakhir pada 30 sep",1759130674
DPLHwIlE0ry,18092083279771414,2025-09-29 14:26:10 WIB,kartika_dewi_wibi_s,"['semangat', 'tim', 'pdam', 'surabaya', 'sehat']",,Tetap semangat team PDAM surabaya selalu diparingii sehat,1759130770
DPLHwIlE0ry,18384036718130882,2025-09-29 15:14:24 WIB,rifaldo_arief,"['tidak_panggil', 'insinyur', 'negeri']",,Lek sekirane gk mampu nyeluk enginer2 luar negeri ae,1759133664
DPLHwIlE0ry,18031189238714089,2025-09-29 15:49:41 WIB,tegar_kuncoro_adhi,"['mati', 'mari', 'tidak']",,2 dino banyu gak metu pak... Dino iki mari gak?,1759135781
DPLHwIlE0ry,17857992120454761,2025-09-29 16:09:26 WIB,albani.r.s,['deadline'],,Deadline brapa hari ini?,1759136966
DPLHwIlE0ry,18075067562032160,2025-09-29 16:27:44 WIB,just_abi_maliq,"['warga', 'surabaya', 'duduk', 'pakal', 'sekitar', 'cepat', 'informasi', 'estimasi', 'sampai', 'nyata', 'sampai', 'keluar', 'tahu', 'pakal', 'rejosari', 'rutin', 'mati', 'pdam', 'rumah', 'tangga', 'bisa', 'mandi', 'masak']",,"yang kami minta selaku warga surabaya,penduduk daerah pakal & sekitarnya?Kami.minta tolong segera cepat selesai karena info kemarin estimasi sampai 8 jam! Kenyataannya sampai pagi hari ini belom keluar airnya! Sepengetahuan saya daerah pakal,rejosari selalu rutin mati pdam nya....yg berumah tangga ga bisa mandi,masak air dll.",1759138064
DPLHwIlE0ry,18058927994431185,2025-09-29 16:31:54 WIB,abdul_rahman_amank,"['bisa', 'pdam']",,sdh bisa ta air pdam nya?,1759138314
DPLHwIlE0ry,18016664609789225,2025-09-29 16:33:35 WIB,yanidj_94,"['ada', 'informasi']",,Sdh selesai apa belum kenapa belum ada info,1759138415
DPLHwIlE0ry,18067935788030905,2025-09-29 16:40:44 WIB,agnes_vindyanti91,['tidak_ada'],,"Sudah selesai ta min,,,sudah 2 hari ini gk ada air sama sekali",1759138844
DPLHwIlE0ry,18284466835278117,2025-09-29 16:44:14 WIB,dhs.babykids,"['baru', 'baru', 'ada', 'progres']",,"Update terbaru dong min, Apa sudah ada progres?",1759139054
DPLHwIlE0ry,18058919141438676,2025-09-29 16:45:39 WIB,radilaaisha99,"['estimasi', 'lama']",,Estimasi berapa lama lagi perbaikannya??,1759139139
DPLHwIlE0ry,18320032840241166,2025-09-29 16:52:48 WIB,veelovee99,"['cuaca', 'panas', 'bawa', 'main', 'moga', 'nyala', 'deras']",,😢iya mana cuaca panas bawaan pengen maen aer mulu.. Semoga air ngalir deres aamiin,1759139568
DPLHwIlE0ry,18068768780196266,2025-09-29 12:09:58 WIB,coucou.pookie,"['ayo', 'tim', 'semangat', 'moga', 'lancar']",,"Ayok bapakk dan tim semangat, semoga sore ini sudah lancarrrr",1759122598
DPLHwIlE0ry,18171460429318759,2025-09-29 12:10:18 WIB,keen.an2426,"['harap', 'bisa', 'nyala']",,ku harap hari ini bisa nyala airnya 😢,1759122618
DPLHwIlE0ry,18040920518438430,2025-09-29 12:13:54 WIB,bagus_arlang,['semangat'],,🔥🔥🔥semangat,1759122834
DPLHwIlE0ry,18045069290659697,2025-09-29 12:14:28 WIB,widyarigga,"['semangat', 'pdam', 'moga', 'bisa', 'nyala']",,Semangat Bapak dan Ibu PDAM semoga airnya bisa ngalir hari ini 🙏🏽,1759122868
DPLHwIlE0ry,17886666669364783,2025-09-29 12:14:31 WIB,nurfaridah_ayik,"['bantu', 'datang', 'tangki', 'gratis', 'moga', 'atas', 'tidak_tega', 'berangkat', 'sekolah', 'kerja', 'lelah', 'sampai', 'tidur', 'pinggir', 'jalan', 'dedikasi', 'moga', 'atas']",,Alhamdulillah sedikit terbantu dg datangnya tangki air gratis. Semoga segera teratasi.. G tega juga tadi pagi berangkat sekolah banyak pekerja yg kelelahan sampai tidur di pinggir2 jalan. Terimakasih dedikasinya bapak. Semoga segera teratasi🤲,1759122871
DPLHwIlE0ry,17933169651068682,2025-09-29 12:16:15 WIB,hanifahdillah,"['moga', 'bisa', 'keluar', 'tidak_mandi']",,semoga hari ini bisa keluar airnya. wes gak adus ket wingi iki pak😂,1759122975
DPLHwIlE0ry,18081134440946296,2025-09-29 12:16:57 WIB,dena_rabbani,"['prediksi', 'bisa', 'bisa', 'nyala']",,"Prediksinya kapan bisa selesai ya pak,dan bisa dialirkan kembali airnya?",1759123017
DPLHwIlE0ry,18022855514764450,2025-09-29 12:17:26 WIB,paapoolooh,"['proyek', 'pipa', 'jalan', 'pucang', 'anom', 'dharmawangsa', 'tutup', 'tidak_ada', 'giat']",,𝗣𝗿𝗼𝘆𝗲𝗸 𝗣𝗜𝗣𝗔 𝗝𝗟. 𝗣𝗨𝗖𝗔𝗡𝗚 𝗔𝗡𝗢𝗠 - 𝗗𝗛𝗔𝗥𝗠𝗔𝗪𝗔𝗡𝗚𝗦𝗔  𝗞𝗔𝗣𝗔𝗡 𝗦𝗘𝗟𝗘𝗦𝗔𝗜 𝗦𝗗𝗛 𝟯 𝗕𝗨𝗟𝗔𝗡 𝗛𝗔𝗡𝗬𝗔 𝗗𝗜𝗧𝗨𝗧𝗨𝗣𝗜 𝗦𝗔𝗝𝗔 𝗚𝗔𝗞 𝗔𝗗𝗔 𝗚𝗜𝗔𝗧 𝗡𝗬𝗔,1759123046
DPLHwIlE0ry,17931823514983770,2025-09-29 12:24:12 WIB,mauraindahhh,"['nyala', 'krisis']",,Kapan min airnya nyala udh krisis air ini,1759123452
DPLHwIlE0ry,18110593543484808,2025-09-29 12:24:22 WIB,bund_bund_ar,"['semangat', 'tugas', 'moga', 'kerja', 'lancar']",,"Semangat bapak² yg bertugas, semoga pengerjaan lancar dan segera selesai🔥🔥",1759123462
DPLHwIlE0ry,17950363305011921,2025-09-29 12:24:25 WIB,mauraindahhh,[],,@hanifahdillah sama mbk,1759123465
DPLHwIlE0ry,18070071515518676,2025-09-29 12:29:02 WIB,hanifahdillah,"['nasib', 'tidak_punya', 'tandon', 'tangis', 'mati']",,"@mauraindahhh nasib gak duwe tandon ya mbak, kunu nangis rasane banyu mati😢",1759123742
DPLHwIlE0ry,18096726991678808,2025-09-29 12:30:17 WIB,ifaalya20,"['moga', 'bisa', 'nyala', 'lapang', 'semangat', 'lancar']",,"Semoga Hari ini bisa Ngalir, buat Bapak2 dilapangan tetap semangat lancar selalu",1759123817
DPLHwIlE0ry,18053260652264818,2025-09-29 12:34:16 WIB,mpuapv,"['lama', 'tidak_sango', 'rusak']",,suweeeeee GK isok korah2 opomaneh sango rusak pisan wkwkwkkwkw,1759124056
DPLHwIlE0ry,18065661782058661,2025-09-29 12:39:19 WIB,damaxrif,"['sehat', 'pdam', 'surya', 'sembada', 'moga', 'lancar', 'kerja', 'lekas', 'nyala', 'normal', 'semangat']",,"Sehat slalu bapak dan ibu PAM Surya Sembada 🙌 semoga di lancarkan pekerjaannya dan lekas mengalir normal airnya, semangat🔥🔥🔥",1759124359
DPLHwIlE0ry,17965122872978583,2025-09-29 12:41:16 WIB,samie_sr,"['telat', 'bayar', 'denda', 'ganggu', 'drama']",,Ahhhh apaa apaaan ini..telat bayar denda kalau gangguan ke akean drama,1759124476
DPLHwIlE0ry,18079372175101126,2025-09-29 12:44:31 WIB,irfadwip,"['cerah', 'cerah', 'wajah', 'tidak_ada', 'cerah', 'tidak_mandi']",,Cerah cerah. Wajahku gak onok cerah2e iki gara2 gak adus mbak 😏😏,1759124671
DPOdvh4E27Q,18079311487991607,2025-10-03 10:08:49 WIB,kebenaranpastiterjadi,"['kisah', 'rasul', 'tb', 'jawab', 'percaya', 'tuhan', 'yesus', 'kristus', 'engkau', 'engkau', 'isi', 'rumah']",,"Kisah Para Rasul 16:31 (TB)  Jawab mereka: ""Percayalah kepada Tuhan Yesus Kristus dan engkau akan selamat, engkau dan seisi rumahmu.""",1759460929
DPIc55CE5Cg,18076408421092376,2025-09-28 11:39:11 WIB,4gusmr,"['aplikasi', 'cis', 'pdam', 'surabaya', 'adu', 'lapor', 'tidak_ada', 'tindak']",,Apakah aplikasi CIS Pam Surabayabisa untuk pengaduan? Sudah laporan tapi tidak ada tindak lanjut?,1759034351
DPIc55CE5Cg,18177704059352454,2025-09-28 11:56:42 WIB,widyarigga,"['keren', 'konten']",,Keren bgt kontennya kak 😍👏,1759035402
DPIc55CE5Cg,18088381189674541,2025-09-28 12:49:14 WIB,ann.wattimena,"['keren', 'admin']",,kerennn minn,1759038554
DPIc55CE5Cg,17865124749399331,2025-09-28 17:33:59 WIB,presarioqalamm,['konten'],,Mantappp min kontennya 🙌🔥,1759055639
DPIc55CE5Cg,18368143249146914,2025-09-28 18:05:23 WIB,azamroni44,"['keren', 'admin', 'dirgahayu', 'tetangga', 'daop']",,"Keren Mimin @pdamsuryasembada , Dirgahayu ke 80 @kai121_  dari tetangga di Daop 8",1759057523
DPIc55CE5Cg,17923553589138059,2025-09-28 18:53:54 WIB,rizqiamrii,['keren'],,👏Mbois,1759060434
DPIc55CE5Cg,17873202843426878,2025-09-28 19:46:13 WIB,bagus_arlang,[],,Josss 🔥🔥🔥,1759063573
DPIc55CE5Cg,18110026543563259,2025-09-28 22:07:26 WIB,anikyuli,"['baru', 'perbaik', 'pipa', 'bocor', 'sampai', 'senin', 'sibuk']",,Tolong diupdate perbaikan pipa bocornya sampe mana min besok senin jam sibuk tolong,1759072046
DPIc55CE5Cg,17936686929065886,2025-09-30 22:41:36 WIB,bustanul.arifin88,"['tema', 'sehat', 'bugar', 'selamat', 'kendara']",,Lanjut tema kesehatan & kebugaran min atau keselamatan saat berkendara,1759246896
DPQQ3ybE9TD,17899097757297490,2025-10-01 13:27:25 WIB,otnielsusanto,"['call', 'center', 'susah', 'hubung', 'tunggu', 'lama', 'sambung', 'suara', 'tidak_dengar', 'tutup']",,"Min, call centernya susah banget dihubungin. Sudah nunggu lama banget, akhirnya tersambung tapi suara saya tidak kedengaran akhirnya ditutup",1759300045
DPQQ3ybE9TD,18081750262777864,2025-10-01 13:27:40 WIB,otnielsusanto,"['adu', 'via', 'whatsapp', 'lama', 'tanggap']",,Pengaduan via Whatsapp lama juga ga dibales2,1759300060
DPQQ3ybE9TD,18010213949795385,2025-10-02 06:33:08 WIB,bakulgedangsusu,"['erti', 'mati', 'tidak_ada', 'pemberitahuan', 'kebraon']",,"WES NGERTI NGENE, BANYU MATI GAONOK PEMBERITAHUAN BLAASS DAERAH KEBRAON",1759361588
DPQQ3ybE9TD,18071058569467931,2025-10-02 13:59:15 WIB,faris_gta22,"['botol', 'tidak']",,boleh minta botol nya gak min,1759388355
DPOAl3MjhAb,18080114326992621,2025-09-30 15:00:58 WIB,kartarsurabaya.official,[],,Ashiapp 🫡,1759219258
DPOAl3MjhAb,18099662344650435,2025-10-01 06:16:14 WIB,cahcilik123456,"['turun', 'lapang']",,yakin min?? udah turun lapangan blm?,1759274174
DPOAl3MjhAb,17899447785290379,2025-10-02 06:34:49 WIB,bakulgedangsusu,"['sambat', 'mati', 'tidak_informasi', 'sambat']",,LEK SAMBATAN BANYU MORO² MATI TAPI GAOLEH INFO OPO² SAMBAT NANDI MIN???,1759361689
DPOAl3MjhAb,18071648249178283,2025-10-04 03:50:16 WIB,agus.kusbiantoro1,"['izin', 'adu', 'biaya', 'juta', 'pasang', 'tidak_lapor']",,"Izin mengadu di sini, saya dikenakan biaya 10 juta pada pemasangan. Tidak tahu lapor kemana.",1759524616
DPOAl3MjhAb,17857990806518422,2025-10-04 07:22:15 WIB,agus.kusbiantoro1,"['cek', 'dm']",,@pdamsuryasembada cek DM min,1759537335
DPIGmZnExJk,18126898000487258,2025-09-29 21:12:09 WIB,ullywulan_d,"['kerja', 'keras', 'pdam', 'sumber']",,"@pdamsuryasembada nggih alhamdulillah pak, terima kasih atas kerja kerasnya bapak bapak pdam 🫡 sekarang sumber air su dekat 👏",1759155129
DPIGmZnExJk,17862634680480593,2025-09-29 21:18:58 WIB,amaliaamalia207,"['tim', 'hebat', 'pdam']",,"@pdamsuryasembada  alhmdllh ,trima kasih buat tim hebat pdam",1759155538
DPIGmZnExJk,17948102709028063,2025-09-29 21:25:03 WIB,shafaardini,"['ada', 'bocor', 'bangun', 'kotak', 'culvert', 'perhati']",,"@shafaardini sudah kak, ternyata ada kebocoran, dikarenakan pembangunan box culvert. Terima kasih atas perhatiannya @pdamsuryasembada",1759155903
DPIGmZnExJk,18526850290035317,2025-09-29 21:34:37 WIB,nur.zulfia,[],,@pdamsuryasembada  terimakasih min,1759156477
DPIGmZnExJk,18074815946513165,2025-09-29 21:50:39 WIB,mayarnata,['perbaik'],,@pdamsuryasembada terimakasih utk perbaikan nya.,1759157439
DPIGmZnExJk,18099097357651169,2025-09-29 21:53:36 WIB,ainuratmi,"['keluar', 'kotor']",,@pdamsuryasembada air sudah keluar tapi keruh min. Gimana ini,1759157616
DPIGmZnExJk,17908240608237566,2025-09-29 21:58:08 WIB,septianarbianto,['oke'],,"@pdamsuryasembada Oke, Terima kasih Min",1759157888
DPIGmZnExJk,18097970299648592,2025-09-29 22:01:43 WIB,chenlemiau,[],,@pdamsuryasembada terimakasih 👏,1759158103
DPIGmZnExJk,18066979625205098,2025-09-29 22:03:55 WIB,ainuratmi,"['lama', 'bisa', 'bersih']",,@pdamsuryasembada berapa lama min biasanya untuk bisa jernih kembali?,1759158235
DPIGmZnExJk,17995098053838107,2025-09-29 22:45:08 WIB,ulfakhasanah09,['keras'],,@pdamsuryasembada terimakasih banyak ya pak sdh bekerja keras🙌,1759160708
DPIGmZnExJk,17857782906526919,2025-09-30 00:59:47 WIB,dyahnaw,"['keluar', 'mati', 'sekitar', 'tindak', 'bangun', 'kotak', 'culvert', 'ganggu', 'stabilitas']",,"@pdamsuryasembada tadi pagi sudah keluar airnya, sekarang mati lagi sekitar jam 11an malam ini. Tolong ditindaklanjuti kembali, pembangunan box culvert ini selalu mengganggu stabilitas air, bagaimana ini pak @ericahyadi_ 😢",1759168787
DPIGmZnExJk,17924794335112759,2025-09-30 02:30:10 WIB,shafaardini,"['sampai', 'mati', 'denda', 'proyek', 'ganggu', 'nyaman', 'warga']",,"@dyahnaw sampai sekarang masih mati airnya, @suarasurabayamedia @ericahyadi_ @pdamsuryasembada harus di denda ini proyeknya, mengganggu kenyamanan warga",1759174210
DPIGmZnExJk,18045869630340943,2025-09-30 06:10:03 WIB,fikihanis,"['pondok', 'benowo', 'indah', 'nyala', 'sampai']",,@pdamsuryasembada pondok Benowo indah masih blum nyala air nya sampe pagi ini,1759187403
DPIGmZnExJk,17982077366748621,2025-09-30 06:17:09 WIB,yusyusb0b,"['nyala', 'pulkam', 'tidak_bisa', 'tidak_ada']",,sudah nyala kah airnya? smpe pulkam saya krena gabisa g ada air,1759187829
DPIGmZnExJk,18022894670564000,2025-09-30 06:23:23 WIB,anawidyaningsih46,['baru'],,@pdamsuryasembada yaa makasih Min updatenya...,1759188203
DPIGmZnExJk,18534620968013486,2025-09-30 06:38:58 WIB,anawidyaningsih46,"['nyala', 'kecil', 'debit', 'mungkin', 'pakai', 'nyala', 'efek', 'debit']",,@pdamsuryasembada ngalir Min meskipun kecil debitnya mungkin krn pemakai nyalakan air semua yaa jd ngefek ke debit air...,1759189138
DPIGmZnExJk,18077145553841510,2025-09-30 07:30:51 WIB,rosidah_ummah,[],,@pdamsuryasembada baik bapak terima kasih 🙏🏻👍🏻,1759192251
DPIGmZnExJk,18058594286618163,2025-09-30 07:41:33 WIB,yusyusb0b,"['pakal', 'madya']",,@pdamsuryasembada pakal madya kak,1759192893
DPIGmZnExJk,18388398118192933,2025-09-30 09:41:16 WIB,anawidyaningsih46,[],,@pdamsuryasembada Baik trimakasih banyak Min...😍😍,1759200076
DPIGmZnExJk,18380846812180183,2025-09-30 10:20:25 WIB,ullywulan_d,"['perbaik', 'pipa', 'rumah', 'rejosari', 'gang', 'jeruk', 'kecil', 'tidak_kecil', 'tidak_sampai', 'dapur']",,"Setelah perbaikan pipa kemarin kok air dirumah saya rejosari gang jeruk jadi kecil banget ya pak? Gak seperti sebelumnya.
Skrg airnya jadi kecil jadi gak sampe kedapur pak airnya",1759202425
DPIGmZnExJk,18075990845127505,2025-09-30 10:21:25 WIB,ullywulan_d,"['perbaik', 'pipa', 'rumah', 'gang', 'jeruk', 'kecil', 'tidak_kecil', 'tidak_sampai', 'dapur']",,"@pdamsuryasembada Setelah perbaikan pipa kemarin kok air dirumah saya gang jeruk jadi kecil banget ya pak? Gak seperti sebelumnya.
Skrg airnya jadi kecil jadi gak sampe kedapur pak airnya",1759202485
DPIGmZnExJk,18089605489835417,2025-09-30 16:40:44 WIB,aaaudiye_lyv,"['nyala', 'anggota', 'keluarga', 'anak', 'kecil', 'mati', 'beli', 'galon', 'mati', 'sampai', 'mari', 'bayar', 'tagih']",,"Ya Allah min kpan iki nyalanya anggota klga banyak anak kecil bnyak air gak nyala"" beli air galon trus , mati sampek 3 hari rek😢 tiap mari bayar tagihan kok ginii ya 😭",1759225244
DPIGmZnExJk,18043420295679010,2025-09-30 16:52:18 WIB,aaaudiye_lyv,"['kk', 'kadang', 'tidak_ada', 'tandon', 'pda', 'mati', 'subuh', 'sampai', 'mati', 'mati', 'sampai', 'isya', 'kerja', 'tunggu', 'bayar', 'tidak_telat', 'bayar', 'mati']",,"sama kk aq tiap bulannya kena 160 kdang lbih gak ada tandon nanti pda jam tertentu mati pagi wktue shubuh sampai jm 8 mati sore nya mati lagi jam stgah 4 sampek isyak  apa"" pkerjaan hrs nunggu air pdahal byar gak pernah telat 😭 bayar sgitu"" trus tp air sering mati 😢",1759225938
DPIGmZnExJk,17957118335862700,2025-09-30 18:43:53 WIB,ajeng_je,"['keren', 'bersih']",,@pdamsuryasembada lak yoo kuereeeenn saiki wes bersih siih banyube😍,1759232633
DPIGmZnExJk,17858945469509717,2025-10-01 22:13:12 WIB,silvia.ari96,"['benowo', 'mati', 'admin']",,"Benowo airnya mati lagi, miiinnn!!!!!",1759331592
DPIGmZnExJk,18362712862084403,2025-10-01 22:13:36 WIB,silvia.ari96,"['baru', 'nyala', 'senin', 'rabu', 'mati', 'benowo']",,"Baru ngerasain air mengalir senin malam, rabu malam udah mati lagi. Benowo, miiiinnnnn!!!!!",1759331616
DPIGmZnExJk,17909619852229726,2025-10-02 08:04:05 WIB,silvia.ari96,['nyala'],,"@pdamsuryasembada sudah ngalir, min. Makasih",1759367045
DPIGmZnExJk,17986437602728524,2025-10-03 06:45:25 WIB,shintaarnt,"['mati', 'benowo']",,Mota mati ae banyu ne min min benowo iki,1759448725
DPIGmZnExJk,18175773145343572,2025-09-29 20:47:54 WIB,keen.an2426,"['baru', 'nyala']",,@pdamsuryasembada iya sudah selesai baru ini udh ngalir,1759153674
DPIGmZnExJk,17977576034922827,2025-09-29 20:49:34 WIB,fellici4_,"['nyala', 'rumah']",,@pdamsuryasembada masih belum menyala di rumah saya😢,1759153774
DPIGmZnExJk,18193961917319498,2025-09-29 20:53:51 WIB,shintaochin32,"['mati', 'tidak_ada', 'pemberitahuan', 'tidak_tampung', 'ember', 'ada', 'perbaik', 'sebar', 'informasi', 'cm', 'sosial', 'media', 'orang', 'punya', 'sosial', 'media']",,"@pdamsuryasembada trs bsk bakal mati lg ga pak??? Soalnya g ad pemberitahuan jdi qt g bs nampung air di ember2, tolong lah klo ada perbaikan di sebar infonya.. Jgn cm di sosmed aja.. Krn ga smua orang punya sosmed",1759154031
DPIGmZnExJk,17970784316793056,2025-09-29 20:54:49 WIB,poncoae,['informasi'],,@pdamsuryasembada terima kasih infonya,1759154089
DPIGmZnExJk,17966139431986499,2025-09-29 11:45:58 WIB,dicky_property99,['daerah'],,Wilayah Ku Bosss Hadehh😂😂😂,1759121158
DPIGmZnExJk,18088020481848682,2025-09-29 11:46:09 WIB,dicky_property99,"['gaza', 'kering']",,KOYOK NAG GAZA KEKERINGAN WKWKWKKW😂😢,1759121169
DPIGmZnExJk,17863219770419391,2025-09-29 11:53:53 WIB,pergiidekatt,"['lama', 'bos', 'bos', 'bos', 'perkara', 'denda', 'bayar', 'bayar', 'perkara', 'ada', 'kendala', 'kerja', 'lama', 'masuk', 'bos']",,"sek suwe ta boss ? wes 2hari loh iki 
bos bos lek perkoro denda opo bayar membayar kudu tepat waktu. lek perkoro koyok ngene onok kendala malah pengerjaanmu kesuwen. ga masuk blas boss",1759121633
DPIGmZnExJk,18011415410795501,2025-09-29 12:04:07 WIB,mauraindahhh,"['nyala', 'tidak_ada']",,Kapan min airnya nyala udh tidak ada air nih,1759122247
DPIGmZnExJk,17847339090546306,2025-09-29 13:35:12 WIB,edyaskaa,"['ada', 'ayo', 'nyala']",,"Mana ada 8 jam, sakdinoan iki wesaaannnnnn.. Ayo ndang nyalano banyune!",1759127712
DPIGmZnExJk,17999834579666589,2025-09-29 13:37:20 WIB,stayoddbutgold,"['rentang', 'minggu', 'pdam', 'benowo', 'sekitar', 'bilang', 'fana']",,"2x dalam rentang 2 minggu loh pdam e ngeneee daerah benowo dan sekitar. Mana blg 8 jam, fana bgt",1759127840
DPIGmZnExJk,18089974327878685,2025-09-29 14:56:25 WIB,rizqiikurnia,"['baru', 'sampai']",,Tolong diupdate lagi sampai mana min perbaikannya,1759132585
DPIGmZnExJk,18075647363115112,2025-09-29 15:07:51 WIB,rifaldo_arief,"['pantau', 'keluar']",,. Jam 15.07 terpantau belum keluar air,1759133271
DPIGmZnExJk,18068854850006490,2025-09-29 15:38:28 WIB,wahyubasuki90,"['sampai', 'september', 'mohon', 'informasi']",,"Min, sampek saat ini.. 29 sept pukul 15.30, apa sudah selesai perbaikannya? Mohon infonya..",1759135108
DPIGmZnExJk,18056764763194947,2025-09-29 16:14:30 WIB,stayoddbutgold,"['sulit', 'sambung', 'telepon', 'gampang', 'marah']",,"@pdamsuryasembada sulit nyambung di telfonnya, kalau gampang kan ga akan ngomel min",1759137270
DPIGmZnExJk,18378136387180586,2025-09-29 16:25:07 WIB,vickyrianap,"['lama', 'selak', 'sakit', 'kulit']",,Pean sek lama ta min... selak berengen min,1759137907
DPIGmZnExJk,17978502248763544,2025-09-29 17:06:51 WIB,darso_nae,"['kira', 'sampai', 'selesai', 'sambung', 'pipa', 'molor', 'estimasi']",,"Kira² sampe brp hari lg untuk menyelesaikan penyambungan pipa, molornya dari estimasi terlalu jauh.",1759140411
